file	klass	player	mode	frames	move_nonzero_frac	move_active_frac	med_yaw_delta	max_yaw_delta	yaw_jump_frac	duration_s	cmd_rate	eof_clean
quakeworld__CHTV_Orkney-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_oc_vs_ibh_dm3_akke.qwd	self_pov	akke	team/4on4	86582	0.8457	0.8456	0.357	179.3	0.0004	1211.947998	71.44	True
SmackDown3__game_600_Diva_]SR[_3_DM3_Xalibur.qwd	self_pov	xalibur	team/4on4	86581	0.7461	0.7461	0.247	179.99	0.0006	1212.271973	71.42	True
SmackDown3__game_349_Quad_CRC_2_DM3_uig.qwd	self_pov	uig	team/4on4	86579	0.7812	0.7812	0.159	178.61	0.0005	1247.616943	69.395	True
quakeworld__CHTV_Tribe_of_Tjernobyl-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_tot_vs_tvs_dm3_sibbit.qwd	self_pov	sibbit	team/4on4	86567	0.7881	0.7881	0.313	172.69	0.0005	1217.899048	71.079	True
smackdown__nc_sf_dm3_2_aero.qwd	self_pov	aero	team/4on4	86552	0.7832	0.7832	0.264	179.59	0.0003	1212.217041	71.4	True
paradoks__e_vs_bad_dm3.qwd	self_pov	e	team/4on4	86551	0.7792	0.7792	0.264	177.69	0.0003	1215.366943	71.214	True
smackdown2__ic_list_1_dm3_shad.qwd	self_pov	shad	team/4on4	86546	0.8296	0.8168	0.093	179.23	0.0004	1211.360962	71.445	True
smackdown2__ff_tfp_1_dm3_akke.qwd	self_pov	akke	team/4on4	86544	0.7268	0.7267	0.269	180.0	0.0004	1211.501953	71.435	True
smackdown2__chtv-smackdown2-ag_terror_ag_vs_5_dm3.qwd	self_pov	ag	team/4on4	86542	0.6777	0.6675	0.352	158.42	0.0002	1222.46106	70.793	True
smackdown2__60_akke_dm3.qwd	self_pov	akke	team/4on4	86528	0.7643	0.7642	0.335	178.57	0.0005	1211.084961	71.447	True
SmackDown5__game_1024_thdm_list_1_dm3_driz.qwd	self_pov	driz	team/4on4	86526	0.8372	0.8372	0.396	172.06	0.0005	1211.697021	71.409	True
smackdown2__CMF_OMG_1_dm3_Janus.qwd	self_pov	janus	team/4on4	86521	0.7548	0.7548	0.181	179.9	0.0006	1210.92395	71.45	True
smackdown__fa_list_1_dm3_spice.qwd	self_pov	spice	team/4on4	86516	0.8746	0.8746	0.467	170.54	0.0003	1212.229004	71.369	True
SmackDown3__sd3_cano_x_vs_ag_dm3.qwd	self_pov	sd3	team/4on4	86511	0.8069	0.8069	0.439	159.46	0.0002	1211.45105	71.411	True
smackdown2__foad_aok_2_dm3_darkone.qwd	self_pov	darkone	team/4on4	86503	0.6551	0.6524	0.363	179.78	0.0002	1214.963013	71.198	True
SmackDown3__game_596_THDM_PoC_2_DM3_Nevamind.qwd	self_pov	nevamind	team/4on4	86500	0.8016	0.7983	0.269	179.36	0.0006	1213.07605	71.306	True
smackdown2__azul_aok_1_dm3_povo.qwd	self_pov	povo	team/4on4	86496	0.725	0.7248	0.527	172.6	0.0005	1218.060059	71.011	True
SmackDown3__game_325_SAD_IK_2_DM3_sANDYMAn.qwd	self_pov	sandyman	team/4on4	86488	0.7725	0.7725	0.483	179.84	0.0005	1224.05896	70.657	True
smackdown2__para_omg_1_dm3_ana.qwd	self_pov	ana	team/4on4	86488	0.7677	0.7677	0.225	175.91	0.0004	1211.156006	71.409	True
smackdown__ff_ibh_1_dm3_1_exile.qwd	self_pov	exile	team/4on4	86480	0.7409	0.7296	0.132	173.81	0.0002	1210.803955	71.424	True
smackdown2__oc_tfp_1_dm3_max.qwd	self_pov	max	team/4on4	86462	0.7487	0.7487	0.22	170.01	0.0002	1210.730957	71.413	True
smackdown__cmf_cute_1_dm3_amu.qwd	self_pov	amu	team/4on4	86462	0.818	0.8161	0.269	178.63	0.0004	1206.939941	71.637	True
smackdown2__fs_wxo_2_dm3_ritual.qwd	self_pov	ritual	team/4on4	86459	0.695	0.6833	0.33	176.31	0.0004	1216.473999	71.073	True
smackdown2__ritual-wxo-dm3.qwd	self_pov	wxo	team/4on4	86459	0.695	0.6833	0.33	176.31	0.0004	1216.473999	71.073	True
SmackDown4__game_746_hf_la_1_dm3_space.qwd	self_pov	space	team/4on4	86450	0.7027	0.7027	0.181	179.29	0.0003	1213.474976	71.242	True
SmackDown3__game_589_OMG__L__1_DM3_Janus.qwd	self_pov	janus	team/4on4	86445	0.7634	0.7634	0.181	179.91	0.0006	1209.932983	71.446	True
SmackDown3__game_536_MaC_PoC_1_DM3_Kwijibo.qwd	self_pov	kwijibo	team/4on4	86428	0.7882	0.7869	0.225	179.74	0.0003	1230.93103	70.214	True
SmackDown4__game_690_wr__sr__1_dm3_goljat.qwd	self_pov	goljat	team/4on4	86413	0.7948	0.7948	0.621	179.93	0.0005	1209.927979	71.42	True
smackdown__e_cmf_dm3_smackdown.qwd	self_pov	smackdown	team/4on4	86405	0.8414	0.8414	0.335	176.81	0.0003	1210.352051	71.388	True
SmackDown5__game_786_gs_d_1_dm3_abc.qwd	self_pov	abc	team/4on4	86398	0.7625	0.7542	0.0	180.0	0.0003	1210.296021	71.386	True
quakeworld__CHTV_29th-Sweden_mqb-France_belth_dm3_QuakeWorld_4v4__bELTh_[[sc]]_-_[mqb]_4-4_dm3_.qwd	self_pov	mqb	team/4on4	86393	0.8143	0.8143	0.533	176.31	0.0003	1220.287964	70.797	True
quakeworld__CHTV_FraggersUnited-Finland_FourKings-UK_fragunit-rust_dm3_QuakeWorld_4v4_NQR__4on4_fragunit-rust_[-fu-]_vs_[4k]_dm3__02-9-24_.qwd	self_pov	4on4	team/4on4	86389	0.8115	0.8115	0.269	179.3	0.0004	1212.822998	71.23	True
SmackDown3__sd3_clown_x_vs_ag_dm3.qwd	self_pov	sd3	team/4on4	86363	0.7308	0.7308	0.313	178.84	0.0004	1209.875	71.382	True
SmackDown4__game_718_SA_msr_2_DM3_Wart.qwd	self_pov	wart	team/4on4	86361	0.8506	0.8506	0.527	179.8	0.0005	1211.959961	71.257	True
smackdown2__fa_ic_2_dm3_harlsom.qwd	self_pov	harlsom	team/4on4	86357	0.8102	0.8102	0.291	177.92	0.0004	1212.041992	71.249	True
SmackDown3__game_563_THDM_FOAD_1_DM3_neva.qwd	self_pov	neva	team/4on4	86356	0.7684	0.7665	0.269	179.38	0.0006	1209.052002	71.425	True
SmackDown4__game_743__fs__tot_1_dm3_crit___.qwd	self_pov	crit	team/4on4	86338	0.8608	0.8524	0.401	171.3	0.0005	1208.314941	71.453	True
smackdown__tvs_rc_dm3.qwd	self_pov	rc	team/4on4	86333	0.8945	0.8944	0.286	177.44	0.0004	1209.136963	71.401	True
quakeworld__CHTV_Tribe_of_Tjernobyl-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_tot_vs_koff_dm3_impulse.qwd	self_pov	impulse	team/4on4	86310	0.7709	0.7709	0.374	179.78	0.0005	1208.120972	71.442	True
smackdown2__game_239_TOT_KOFF_1_DM3_Impulse.qwd	self_pov	impulse	team/4on4	86310	0.7709	0.7709	0.374	179.78	0.0005	1208.120972	71.442	True
smackdown__l_tfp_2_dm3_babyroo.qwd	self_pov	babyroo	team/4on4	86308	0.8134	0.8134	0.22	177.99	0.0004	1208.744995	71.403	True
SmackDown3__game_446_OC_OMG_1_DM3_akke.qwd	self_pov	akke	team/4on4	86292	0.7758	0.7758	0.357	179.74	0.0003	1211.161987	71.247	True
quakeworld__CHTV_Orkney-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_oc_vs_omg_dm3_akke.qwd	self_pov	akke	team/4on4	86292	0.7758	0.7758	0.357	179.74	0.0003	1211.161987	71.247	True
SmackDown3__game_589_OMG__L__1_DM3_baby_roo.qwd	self_pov	baby	team/4on4	86256	0.7389	0.7389	0.176	177.82	0.0004	1207.707031	71.421	True
smackdown2__aok_mu_1_dm3_povo.qwd	self_pov	povo	team/4on4	86227	0.8549	0.8535	0.357	172.72	0.0002	1223.39502	70.482	True
smackdown2__rc_spas_1_dm3_milamber.qwd	self_pov	milamber	team/4on4	86211	0.795	0.795	0.505	179.1	0.0003	1209.563965	71.274	True
SmackDown3__game_443_DS_OD_1_DM3_buggy.qwd	self_pov	buggy	team/4on4	86185	0.7094	0.7094	0.0	178.55	0.0003	1215.796997	70.888	True
smackdown__cmf_bad_2_dm3_fifi.qwd	self_pov	fifi	team/4on4	86183	0.7939	0.7915	0.242	149.13	0.0002	1216.333984	70.855	True
smackdown2__tot_omg_2_dm3_slabby.qwd	self_pov	slabby	team/4on4	86166	0.715	0.7075	0.401	179.59	0.0003	1207.312012	71.37	True
SmackDown3__game_596_THDM_PoC_2_DM3_Juz.qwd	self_pov	juz	team/4on4	86153	0.7822	0.7822	0.374	179.66	0.0003	1209.005005	71.259	True
SmackDown4__game_730_db_msr_3_dm3_akbal.qwd	self_pov	akbal	team/4on4	86148	0.7967	0.7888	0.439	177.09	0.0004	1228.411011	70.13	True
SmackDown3__game_606_THDM_FA_4_DM3_spice.qwd	self_pov	spice	team/4on4	86136	0.7962	0.7952	0.725	179.47	0.0005	1205.578003	71.448	True
smackdown2__game_265_AnM_FULL_2_DM3_AnM-Yronman.qwd	self_pov	anm	team/4on4	86121	0.726	0.7109	0.33	163.45	0.0003	1207.05603	71.348	True
SmackDown3__game_600_Diva_]SR[_3_DM3_Paradoks.qwd	self_pov	paradoks	team/4on4	86118	0.8234	0.8234	0.445	178.78	0.0005	1229.141968	70.064	True
smackdown2__E_omg_1_dm3_TheChosenOne.qwd	self_pov	thechosenone	team/4on4	86084	0.8377	0.826	0.291	173.47	0.0004	1206.767944	71.334	True
smackdown2__azul_lies_1_dm3_pricide.qwd	self_pov	pricide	team/4on4	86081	0.6912	0.6912	0.093	176.6	0.0003	1207.472046	71.29	True
smackdown2__OMG_RC_2_dm3_Nalle.qwd	self_pov	nalle	team/4on4	86050	0.7303	0.7232	0.352	176.57	0.0003	1213.198975	70.928	True
smackdown__para_smackdown_finals_vs_ff_dm3_2.qwd	self_pov	para	team/4on4	86035	0.8084	0.8084	0.396	169.8	0.0004	1218.162964	70.627	True
smackdown2__aok_mu_1_dm3_skitz.qwd	self_pov	skitz	team/4on4	86026	0.8908	0.8908	0.599	136.53	0.0001	1215.902954	70.751	True
smackdown__orb_pq_1_dm3_reverend.qwd	self_pov	reverend	team/4on4	86017	0.8355	0.8325	0.571	171.06	0.0003	1204.453003	71.416	True
SmackDown3__game_597__L__FS_3_DM3_effie.qwd	self_pov	effie	team/4on4	85957	0.6879	0.6879	0.264	179.4	0.0013	1204.072998	71.389	True
smackdown2__ic_dx_1_dm3_dude.qwd	self_pov	dude	team/4on4	85953	0.7936	0.7827	0.439	169.13	0.0003	1248.009033	68.872	True
quakeworld__CHTV_Spartacus-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4__s__vs_cute_dm3_daver.qwd	self_pov	daver	team/4on4	85913	0.8328	0.8281	0.264	179.51	0.0005	1224.14502	70.182	True
quakeworld__CHTV_mix-Cyprus_mix-Cyprus_vreten_dm3_QuakeWorld_4v4__mixat.qwd	self_pov	mixat	team/4on4	85911	0.7508	0.7508	0.306	179.52	0.0006	1226.101318	70.068	True
smackdown2__for2_d_vs_fe_dm3.qwd	self_pov	for2	team/4on4	85909	0.7703	0.7689	0.549	179.6	0.0002	1213.130005	70.816	True
SmackDown3__game_451_Quad_ED_1_DM3_Forsberg.qwd	self_pov	forsberg	team/4on4	85863	0.8402	0.8402	0.313	169.84	0.0002	1217.082031	70.548	True
SmackDown3__game_359_Koff_]SR[_1_DM3_ParadokS.qwd	self_pov	paradoks	team/4on4	85861	0.8172	0.8143	0.637	167.71	0.0003	1225.202026	70.079	True
smackdown2__cmf_plg_1_dm3_vert.qwd	self_pov	vert	team/4on4	85766	0.7155	0.7155	0.093	177.84	0.0004	1201.675049	71.372	True
quakeworld__CHTV_Maniacs-Sweden_WH-Sweden_tyrone_dm3_QuakeWorld_4v4__4v4_wh_[vs]_[0]__dm3__tyrone.qwd	self_pov	tyrone	team/4on4	85751	0.8005	0.7936	0.286	169.85	0.0004	1225.165039	69.991	True
smackdown__para_smackdown_finals_vs_ff_dm3_3.qwd	self_pov	para	team/4on4	85743	0.8346	0.8346	0.396	176.02	0.0004	1214.182983	70.618	True
smackdown2___dg_saturn__dg__vs_gq_dm3_2.qwd	self_pov	dg	team/4on4	85705	0.7388	0.7388	0.242	174.3	0.0003	1208.409058	70.924	True
smackdown2__list_dx_2_dm3_miyagi.qwd	self_pov	miyagi	team/4on4	85704	0.7679	0.7679	0.22	177.92	0.0005	1219.968018	70.251	True
smackdown2__fa_poc_1_dm3_harlsom.qwd	self_pov	harlsom	team/4on4	85643	0.855	0.855	0.335	175.99	0.0001	1221.688965	70.102	True
SmackDown3__game_565_Dx_List_2_DM3_i_have_a_cat_named_cece.qwd	self_pov	i	team/4on4	85618	0.8286	0.8286	0.225	179.5	0.0005	1206.317017	70.975	True
quakeworld__CHTV_Spartacus-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4__s__vs_z_dm3_daver.qwd	self_pov	daver	team/4on4	85608	0.8217	0.8139	0.22	171.62	0.0004	1221.198975	70.102	True
SmackDown3__game_559_FOAD_PoC_1_DM3_darkone.qwd	self_pov	darkone	team/4on4	85525	0.673	0.673	0.357	179.8	0.0004	1203.178955	71.083	True
smackdown2__azul_aok_1_dm3_wart.qwd	self_pov	wart	team/4on4	85515	0.8313	0.8313	0.527	175.91	0.0003	1217.921021	70.214	True
quakeworld__CHTV_4ng3ls-Portugal_TAV-Portugal_all_dm3_QuakeWorld_4v4__11-07-03_soul-tav-angels_dm3.qwd	self_pov	angels	team/4on4	85504	0.7094	0.7094	0.121	180.0	0.0002	1426.232056	59.951	True
quakeworld__CHTV_Nine-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_9_vs_e_dm3_spice.qwd	self_pov	spice	team/4on4	85325	0.8415	0.8415	0.203	179.9	0.0003	1220.646973	69.901	True
smackdown2___fs__crit__fs__vs__d_dm3_2.qwd	self_pov	fs	team/4on4	85286	0.8515	0.8435	0.401	176.68	0.0006	1193.595947	71.453	True
smackdown__rb_gds_1_dm3_jac.qwd	self_pov	jac	team/4on4	85283	0.8497	0.8497	0.483	172.27	0.0001	1221.248047	69.833	True
smackdown__sah-vs-ag-dm3-haze.qwd	self_pov	haze	team/4on4	85150	0.9218	0.9218	0.33	163.34	0.0002	1214.817017	70.093	True
smackdown__z_nc_1_dm3_dedi.qwd	self_pov	dedi	team/4on4	85084	0.8088	0.806	0.22	178.19	0.0006	1205.906982	70.556	True
smackdown__dx_ho_1_dm3_dana.qwd	self_pov	dana	team/4on4	85025	0.8556	0.8556	0.0	146.04	0.0004	1206.906982	70.449	True
SmackDown3__game_538_WaP_OZ_2_DM3_czm.qwd	self_pov	czm	team/4on4	85021	0.9	0.8991	0.357	178.01	0.0005	1215.254028	69.962	True
smackdown2__D_Icem_2_dm3_Rat.qwd	self_pov	rat	team/4on4	84757	0.7701	0.7701	0.445	164.87	0.0004	1232.671997	68.759	True
smackdown2__tot_para_1_dm3_psycho_dad.qwd	self_pov	psycho	team/4on4	84731	0.6648	0.6556	0.533	175.84	0.0003	1186.515015	71.412	True
quakeworld__CHTV_Medievel_Spawns-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_mvs_vs_np!_dm3_zodiax.qwd	self_pov	zodiax	team/4on4	84531	0.756	0.7484	0.225	178.26	0.0004	1215.918945	69.52	True
smackdown2__CMF_ADT2_1_dm3_Dare.qwd	self_pov	dare	team/4on4	84485	0.8037	0.7948	0.588	167.53	0.0003	1219.098022	69.301	True
smackdown2__thdm_list_1_dm3_driz.qwd	self_pov	driz	team/4on4	84484	0.85	0.85	0.439	179.59	0.0006	1199.791016	70.416	True
smackdown2__ic_poc_1_dm3_dude.qwd	self_pov	dude	team/4on4	84423	0.7707	0.7628	0.225	119.53	0.0001	1196.730957	70.545	True
smackdown2__cmf_plg_2_dm3_vert.qwd	self_pov	vert	team/4on4	84404	0.6874	0.6874	0.093	158.01	0.0002	1182.631958	71.37	True
quakeworld__CHTV_Teddybears-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_tb_vs_e_dm3_doomer.qwd	self_pov	doomer	team/4on4	84349	0.7409	0.7409	0.176	175.68	0.0003	1217.47998	69.282	True
smackdown2__ic_poc_1_dm3_Stez.qwd	self_pov	stez	team/4on4	84008	0.8339	0.8272	0.352	150.6	0.0002	1218.064941	68.968	True
smackdown__na-sd-final-ag-vs-lod-haze-dm3.qwd	self_pov	na	team/4on4	83841	0.8699	0.8699	0.335	156.14	0.0003	1218.987061	68.779	True
smackdown2__list_poc_1_dm3_pd.qwd	self_pov	pd	team/4on4	83348	0.8283	0.8283	0.0	176.4	0.0003	1255.733032	66.374	True
quakeworld__CHTV_Spartacus-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4__s__vs_tot_dm3_nikita.qwd	self_pov	nikita	team/4on4	83257	0.7974	0.7974	0.308	175.49	0.0004	1256.849976	66.243	True
smackdown__tr0n_______l0d__lod_vs_5_dm3.qwd	self_pov	tr0n	team/4on4	83137	0.6588	0.6586	0.121	170.33	0.0002	1207.859009	68.83	True
smackdown___GDS__SEER_gds_vs_adm_dm3.qwd	self_pov	gds	team/4on4	82813	0.8044	0.8008	0.137	175.57	0.0004	1221.57605	67.792	True
smackdown__ag-vs-sah-skitter-dm3.qwd	self_pov	ag	team/4on4	82605	0.7411	0.7298	0.176	172.88	0.0003	1212.954956	68.102	True
smackdown__GreyFuckenSeea_gds_vs_adm_dm3.qwd	self_pov	greyfuckenseea	team/4on4	82342	0.7408	0.7372	0.137	168.89	0.0003	1215.697998	67.732	True
smackdown2__list_dx_2_dm3_aircon.qwd	self_pov	aircon	team/4on4	82314	0.8385	0.8385	0.0	179.72	0.0004	1221.880005	67.367	True
quakeworld__CHTV_Swedish_Chefs-Sweden_Varius-Sweden_Lakerman_Various_QW_4v4__4on4_chefs_vs_tpc_dm3_laker.qwd	self_pov	laker	team/4on4	82308	0.8184	0.8184	0.242	178.39	0.0004	1233.072998	66.75	True
smackdown__ag-vs-fith-dm3-2-snakes.qwd	self_pov	snakes	team/4on4	82063	0.8059	0.8059	0.286	177.35	0.0007	1223.416016	67.077	True
SmackDown3__game_536_MaC_PoC_1_DM3_Pace.qwd	self_pov	pace	team/4on4	81836	0.8076	0.8072	0.39	173.73	0.0005	1227.223999	66.684	True
quakeworld__CHTV_RoT-Portugal_TAV-Portugal_all_dm3_QuakeWorld_4v4__27-06-03_ztranger-rot-tav_dm3.qwd	self_pov	tav	team/4on4	81732	0.8457	0.8457	0.401	176.5	0.0004	1225.521973	66.692	True
SmackDown4__game_650__fs__jams_1_dm3_reppie.qwd	self_pov	reppie	team/4on4	81658	0.7637	0.7637	0.489	157.65	0.0003	1214.537964	67.234	True
quakeworld__CHTV_Swedish_Chefs-Sweden_Varius-Sweden_Lakerman_Various_QW_4v4__4on4_sc_vs_sk_dm3_laker.qwd	self_pov	laker	team/4on4	81413	0.8214	0.8164	0.203	175.75	0.0004	1219.384033	66.766	True
laker__sc-sk-dm3__sc-sk-dm3.qwd	self_pov	sk	team/4on4	81413	0.8214	0.8164	0.203	175.75	0.0004	1219.399536	66.765	True
smackdown2__NS_BAD_3_dm3_Jarrex.qwd	self_pov	jarrex	team/4on4	80779	0.7989	0.7888	0.417	178.93	0.0004	1213.52002	66.566	True
quakeworld__CHTV_Swedish_Chefs-Sweden_Varius-Sweden_Lakerman_Various_QW_4v4__4on4_sc_vs_mvs_dm3_laker.qwd	self_pov	laker	team/4on4	80704	0.8008	0.7951	0.198	171.62	0.0003	1219.583008	66.173	True
SmackDown3__game_395_antx_TAV_1_DM3_KaNG.qwd	self_pov	kang	team/4on4	80596	0.8079	0.7996	0.269	171.82	0.0001	1215.876953	66.286	True
smackdown2__OMG_HF_1_dm3_Nalle.qwd	self_pov	nalle	team/4on4	80462	0.7415	0.7336	0.439	178.97	0.0002	1210.630005	66.463	True
smackdown__ag-vs-fith-dm3-1-snakes.qwd	self_pov	snakes	team/4on4	80309	0.85	0.85	0.291	165.12	0.0004	1202.995972	66.757	True
SmackDown3__game_562_THDM_MaC_1_DM3_Pace.qwd	self_pov	pace	team/4on4	79848	0.8204	0.8197	0.39	175.84	0.0008	1205.712036	66.225	True
smackdown__tr0n__L0D__lod_vs_sah_dm3.qwd	self_pov	tr0n	team/4on4	79650	0.8023	0.8016	0.126	178.75	0.0006	1204.708008	66.116	True
smackdown__cmf_vs_quad_1_dm3_dare.qwd	self_pov	dare	team/4on4	79193	0.6508	0.6432	0.352	151.51	0.0002	1219.47998	64.94	True
smackdown__na-sd-final-ag-vs-lod-snakes-dm3.qwd	self_pov	na	team/4on4	79132	0.7962	0.7962	0.286	174.29	0.0005	1220.848022	64.817	True
quakeworld__CHTV_Swedish_Chefs-Sweden_Varius-Sweden_Lakerman_Various_QW_4v4__4on4_sc_vs_bd_dm3_laker.qwd	self_pov	?	?	78886	0.8236	0.8236	0.242	149.47	0.0003	1215.141968	64.919	True
quakeworld__CHTV_The_Pooh_Clan-Europe_Swedish_Chefs-Europe__DM3_QW_4v4__4on4_tpc_vs_sc[dm3].qwd	self_pov	4on4	team/4on4	78691	0.927	0.927	0.378	166.94	0.0006	1264.078125	62.252	True
quakeworld__CHTV_The_Pooh_Clan-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_tpc_vs_sc_dm3_tiggr.qwd	self_pov	tiggr	team/4on4	78691	0.927	0.927	0.378	166.94	0.0006	1264.078125	62.252	True
smackdown2__game_263_LoW_FULL_2_DM3_FC-Tiger.qwd	self_pov	fc	team/4on4	78247	0.7206	0.7206	0.203	175.67	0.0003	1286.967041	60.8	True
smackdown2__dg-vs-gq-dm3-intense.qwd	self_pov	intense	team/4on4	78016	0.8475	0.8475	0.571	179.67	0.0003	1211.135986	64.416	True
quakeworld__CHTV_DvL-Portugal_4ng3ls-Portugal_all_dm3_QuakeWorld_4v4__26-06-03_padfoot-dvl-4ng3ls__dm3.qwd	self_pov	4ng3ls	team/4on4	77366	0.8495	0.8495	0.665	174.45	0.0002	1292.291992	59.867	True
SmackDown3__game_589_OMG__L__1_DM3_Effie.qwd	self_pov	effie	team/4on4	77290	0.8018	0.8018	0.396	179.53	0.0004	1082.593994	71.393	True
smackdown__gds_adm_2_dm3_uther.qwd	self_pov	uther	team/4on4	76556	0.701	0.701	0.483	179.4	0.0004	1234.401001	62.019	True
smackdown__sah-vs-fith-dm3-arcane.qwd	self_pov	arcane	team/4on4	76547	0.8033	0.7969	0.352	179.49	0.0004	1227.379028	62.366	True
smackdown2__game_258_ANTX_defs_4_DM3_torX.qwd	self_pov	torx	team/4on4	76401	0.7871	0.774	0.593	179.77	0.0007	1222.534058	62.494	True
smackdown__gds_adm_1_dm3_uther.qwd	self_pov	uther	team/4on4	76283	0.6991	0.6991	0.483	177.73	0.0004	1227.149048	62.163	True
quakeworld2__sk_vs_187_dm3__sk_vs_187_dm3.qwd	self_pov	sk	team/4on4	75095	0.772	0.7684	0.269	179.95	0.0005	1207.827118	62.174	True
smackdown2__game_263_LoW_FULL_1_DM3_FC-Tiger.qwd	self_pov	fc	team/4on4	74616	0.763	0.763	0.417	179.66	0.0005	1218.406982	61.241	True
smackdown2__thdm_foad_2_dm3_orion.qwd	self_pov	orion	team/4on4	74027	0.6057	0.6057	0.0	172.63	0.0005	1235.397949	59.922	True
SmackDown3__game_475_Quad_Para_1_DM3_Jac.qwd	self_pov	jac	team/4on4	73960	0.796	0.7872	0.533	154.75	0.0002	1035.324951	71.437	True
smackdown2__foad_mu_1_dm3_orion.qwd	self_pov	orion	team/4on4	73901	0.6981	0.6981	0.247	176.16	0.0003	1233.280029	59.922	True
smackdown__list_adm_1_dm3_pd.qwd	self_pov	pd	team/4on4	73300	0.8291	0.8291	0.0	176.27	0.0004	1218.907959	60.136	True
quakeworld__CHTV_Dunno-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_d_vs_fu_dm3_von.qwd	self_pov	von	team/4on4	72594	0.6872	0.6872	0.308	180.0	0.0004	1255.602051	57.816	True
quakeworld__CHTV_Brutal_Deluxe-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_bd_vs_wr_dm3_ronnie.qwd	self_pov	ronnie	team/4on4	72382	0.692	0.6826	0.0	180.0	0.0015	2515.250977	28.777	True
smackdown2__azul_lies_1_dm3_bm.qwd	self_pov	bm	team/4on4	71274	0.8171	0.8082	0.379	178.29	0.0005	1219.276978	58.456	True
smackdown__ttr_cyke_1_dm3_bm.qwd	self_pov	bm	team/4on4	71125	0.7661	0.7596	0.379	179.97	0.0005	1213.537964	58.61	True
smackdown2__CG_EG_1_dm3_cleansweep.qwd	self_pov	cleansweep	team/4on4	71089	0.8756	0.8756	0.791	176.73	0.0005	1207.787964	58.859	True
quakeworld__CHTV_Nine-Sweden_Various-Sweden_Various_Various_QW_4v4__4on4_9_vs_uk_dm3_para.qwd	self_pov	para	team/4on4	69673	0.8027	0.8027	0.269	179.28	0.0006	1218.296021	57.189	True
smackdown__aw_tdi_3_dm3_mamba.qwd	self_pov	mamba	team/4on4	67673	0.8044	0.8044	0.571	174.0	0.0004	1220.843018	55.431	True
smackdown__vana_e_vs_ff_dm3_3__vana_e_vs_ff_dm3.qwd	self_pov	vana	team/4on4	67634	0.7704	0.7632	0.33	168.74	0.0005	948.41803	71.312	True
smackdown__list_adm_1_dm3_arnie.qwd	self_pov	arnie	team/4on4	65951	0.7703	0.7703	0.22	179.14	0.0002	1254.067993	52.59	True
smackdown2__omf_fu_1_dm3_tco.qwd	self_pov	tco	team/4on4	65766	0.7543	0.7437	0.203	179.81	0.0004	930.585022	70.672	True
smackdown__d2d_list_1_dm3_arnie.qwd	self_pov	arnie	team/4on4	64037	0.7848	0.7848	0.22	172.97	0.0003	1217.520996	52.596	True
quakeworld2__ea_vs_ocr_dm3__ea_vs_ocr_dm3.qwd	self_pov	ea	team/4on4	62718	0.8682	0.8616	0.445	173.96	0.0003	1206.31665	51.991	True
quakeworld__CHTV_mix-Europe_mix-Europe_tyrone_dm3_QuakeWorld_4v4__4v4_1_[vs]_4k_dm3_tyrone.qwd	self_pov	tyrone	team/4on4	62452	0.7843	0.7745	0.0	171.27	0.0003	915.072021	68.248	True
smackdown2__fa_thdm_1_dm3_melt.qwd	self_pov	melt	team/4on4	61021	0.8493	0.8493	0.621	179.21	0.0009	1224.876953	49.818	True
smackdown__rb_adm_1_dm3_necro.qwd	self_pov	necro	team/4on4	60752	0.8243	0.8243	1.198	155.44	0.0001	1217.718018	49.89	True
smackdown__rb_fa_1_dm3_necro.qwd	self_pov	necro	team/4on4	60722	0.6842	0.6842	0.45	176.63	0.0003	1218.57605	49.83	True
SmackDown3__game_398_defs_-sl-_1_DM3_lhuk.qwd	self_pov	lhuk	team/4on4	60260	0.7617	0.7506	0.445	177.37	0.0002	1212.077026	49.716	True
smackdown2__game_258_ANTX_defs_4_DM3_Zip.qwd	self_pov	zip	team/4on4	59997	0.7605	0.7605	0.335	180.0	0.0004	1211.120972	49.538	True
paradoks__e_vs_tdi_dm3.qwd	self_pov	e	team/4on4	59593	0.7559	0.7559	0.198	122.73	0.0002	831.73999	71.649	True
smackdown2__st_5_1_dm3_carnage.qwd	self_pov	carnage	team/4on4	59019	0.8641	0.8609	0.709	179.29	0.0005	882.669006	66.864	True
quakeworld2__sk_vs_nine_dm3__sk_vs_nine_dm3.qwd	self_pov	sk	team/4on4	58158	0.7855	0.7789	0.291	174.63	0.0004	950.878967	61.162	True
